,type,url,review_rating,film_name,no_of_reviewer,sub_links
68,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Coco (2017),352,"[{'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
69,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,The Farewell (2019),343,"[{'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2081025', 'language': 'Vietnamese', 'author': 'Phe_Sub'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2080732', 'language': 'Vietnamese', 'author': 'letienthng'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2080732', 'language': 'Vietnamese', 'author': 'letienthng'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2080732', 'language': 'Vietnamese', 'author': 'letienthng'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2080732', 'language': 'Vietnamese', 'author': 'letienthng'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2080732', 'language': 'Vietnamese', 'author': 'letienthng'}, {'sub_link': 'https://subscene.com//subtitles/the-farewell/vietnamese/2115813', 'language': 'Vietnamese', 'author': 'dungsub'}]"
70,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,A Night at the Opera (1935),69,[]
71,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Singin' in the Rain (1952),67,"[{'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/192751', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/595393', 'language': 'Vietnamese', 'author': 'tungpx'}]"
72,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Big Sick (2017),303,[]
73,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Kid (1921),48,"[{'sub_link': 'https://subscene.com//subtitles/the-kid/vietnamese/1627766', 'language': 'Vietnamese', 'author': 'PhucLinh'}]"
74,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,85%,Once Upon a Time In Hollywood (2019),568,"[{'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2109678', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2106307', 'language': 'Vietnamese', 'author': 'goocbachop'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2110412', 'language': 'Vietnamese', 'author': 'TunBong'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2110411', 'language': 'Vietnamese', 'author': 'TunBong'}, {'sub_link': 'https://subscene.com//subtitles/once-upon-a-time-in-hollywood/vietnamese/2102063', 'language': 'Vietnamese', 'author': 'MixMin'}]"
75,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,97%,Won't You Be My Neighbor? (2018),255,[]
76,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,I Am Not Your Negro (2017),210,[]
77,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Apollo 11 (2019),186,"[{'sub_link': 'https://subscene.com//subtitles/apollo-11/vietnamese/1996236', 'language': 'Vietnamese', 'author': 'The_Overseer'}]"
78,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,98%,Life Itself (2014),203,[]
79,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Man on Wire (2008),158,[]
80,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Amazing Grace (2019),160,"[{'sub_link': 'https://subscene.com//subtitles/amazing-grace/vietnamese/1358854', 'language': 'Vietnamese', 'author': 'Sheepo'}]"
81,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Minding the Gap (2018),123,[]
82,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,"Faces Places (Visages, villages) (2017)",142,[]
83,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Collective (Colectiv) (2020),130,[]
84,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,McQueen (2018),126,[]
85,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Crip Camp: A Disability Revolution (2020),99,[]
86,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,96%,Three Identical Strangers (2018),186,[]
87,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,97%,Weiner (2016),177,[]
88,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,20 Feet From Stardom (2013),128,[]
89,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,95%,Amy (2015),225,[]
90,Top 100 Drama Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_drama_movies/,96%,Black Panther (2018),525,"[{'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1766955', 'language': 'Vietnamese', 'author': 'VuongNguyenVYA'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768905', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767300', 'language': 'Vietnamese', 'author': 'ahuyblog'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1782883', 'language': 'Vietnamese', 'author': 'rongem88'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1779241', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768298', 'language': 'Vietnamese', 'author': 'HQMARVELDCVN'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1672434', 'language': 'Vietnamese', 'author': 'Thorett'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}]"
91,Top 100 Drama Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_drama_movies/,99%,Citizen Kane (1941),117,"[{'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/283705', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/768691', 'language': 'Vietnamese', 'author': 'goocbachop'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/618959', 'language': 'Vietnamese', 'author': 'hoangtubongma'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/476823', 'language': 'Vietnamese', 'author': 'kiss123'}]"
92,Top 100 Drama Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_drama_movies/,98%,Parasite (Gisaengchung) (2019),463,"[{'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2143210', 'language': 'Vietnamese', 'author': 'hanhkhachcuoicung'}, {'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2211647', 'language': 'Vietnamese', 'author': 'phuc_duc'}, {'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2144918', 'language': 'Vietnamese', 'author': 'Numeron'}, {'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2039642', 'language': 'Vietnamese', 'author': 'YuWeiSub'}, {'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2099869', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/parasite-gisaengchung-2019-2/vietnamese/2044919', 'language': 'Vietnamese', 'author': 'thienthanh'}]"
93,Top 100 Drama Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_drama_movies/,94%,Avengers: Endgame (2019),546,"[{'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2026993', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979116', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1978768', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1981076', 'language': 'Vietnamese', 'author': 'iamshin'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979402', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979144', 'language': 'Vietnamese', 'author': 'Vietsubteam'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2043660', 'language': 'Vietnamese', 'author': 'Fan Duong'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2028063', 'language': 'Vietnamese', 'author': 'tavanthuc_a11'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2023287', 'language': 'Vietnamese', 'author': 'tremocoivo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2101448', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2027488', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2016028', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}]"
94,Top 100 Drama Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_drama_movies/,99%,Casablanca (1942),124,"[{'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1027327', 'language': 'Vietnamese', 'author': 'damsel_in_distress'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1523310', 'language': 'Vietnamese', 'author': 'thienthanh'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1805765', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/442018', 'language': 'Vietnamese', 'author': 'mp3sony'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/96744', 'language': 'Vietnamese', 'author': 'denise'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/262008', 'language': 'Vietnamese', 'author': 'bagiakhatmau'}]"
